"02912","UNIQUE","PROVIDENCE","RI","PRIMARY",41.82,-71.41,"NA-US-RI-PROVIDENCE","false",471,483,4611222
"60185","STANDARD","WEST CHICAGO","IL","PRIMARY",41.88,-88.22,"NA-US-IL-WEST CHICAGO","false",15511,29774,708219715
"60186","PO BOX","WEST CHICAGO","IL","PRIMARY",41.88,-88.22,"NA-US-IL-WEST CHICAGO","false",,,
"60558","STANDARD","WESTERN SPRINGS","IL","PRIMARY",41.80,-87.90,"NA-US-IL-WESTERN SPRINGS","false",6138,11800,622222736
"60559","STANDARD","WESTMONT","IL","PRIMARY",41.79,-87.97,"NA-US-IL-WESTMONT","false",12205,20758,568217946
"60187","STANDARD","WHEATON","IL","PRIMARY",41.85,-88.10,"NA-US-IL-WHEATON","false",19087,33167,1179877339
"60189","STANDARD","WHEATON","IL","PRIMARY",41.85,-88.10,"NA-US-IL-WHEATON","false",9684,17898,757738901
"61489","STANDARD","WILLIAMSFIELD","IL","PRIMARY",40.92,-90.01,"NA-US-IL-WILLIAMSFIELD","false",437,787,13860385
"60480","STANDARD","WILLOW SPRINGS","IL","PRIMARY",41.73,-87.88,"NA-US-IL-WILLOW SPRINGS","false",2859,4851,162192650
"60481","STANDARD","WILMINGTON","IL","PRIMARY",41.29,-88.15,"NA-US-IL-WILMINGTON","false",5926,10277,234769230
"60190","STANDARD","WINFIELD","IL","PRIMARY",41.87,-88.15,"NA-US-IL-WINFIELD","false",5572,10080,356751182
"60191","STANDARD","WOOD DALE","IL","PRIMARY",41.96,-87.98,"NA-US-IL-WOOD DALE","false",7487,12973,294594830
"60399","UNIQUE","WOOD DALE","IL","PRIMARY",41.96,-87.94,"NA-US-IL-WOOD DALE","false",,,
"61490","STANDARD","WOODHULL","IL","PRIMARY",41.17,-90.32,"NA-US-IL-WOODHULL","false",576,1037,16844768
"60974","PO BOX","WOODLAND","IL","PRIMARY",40.71,-87.73,"NA-US-IL-WOODLAND","false",,,
"60465","STANDARD","PALOS HILLS","IL","PRIMARY",41.69,-87.82,"NA-US-IL-PALOS HILLS","false",9167,15256,320292595
"60482","STANDARD","WORTH","IL","PRIMARY",41.68,-87.79,"NA-US-IL-WORTH","false",5491,9167,179810926
"61379","STANDARD","WYANET","IL","PRIMARY",41.36,-89.58,"NA-US-IL-WYANET","false",682,1201,20754711
"61491","STANDARD","WYOMING","IL","PRIMARY",41.06,-89.77,"NA-US-IL-WYOMING","false",1029,1841,31632943
"61572","STANDARD","YATES CITY","IL","PRIMARY",40.77,-90.01,"NA-US-IL-YATES CITY","false",514,934,16290570
"60560","STANDARD","YORKVILLE","IL","PRIMARY",41.64,-88.44,"NA-US-IL-YORKVILLE","false",10365,19311,565451302
"60601","STANDARD","CHICAGO","IL","PRIMARY",41.83,-87.68,"NA-US-IL-CHICAGO","false",5676,7785,594882095
"60602","STANDARD","CHICAGO","IL","PRIMARY",41.83,-87.68,"NA-US-IL-CHICAGO","false",1265,1657,83593628
"60603","STANDARD","CHICAGO","IL","PRIMARY",41.83,-87.68,"NA-US-IL-CHICAGO","false",1331,1676,73181070
"60604","STANDARD","CHICAGO","IL","PRIMARY",41.83,-87.68,"NA-US-IL-CHICAGO","false",922,1192,42414664
"60605","STANDARD","CHICAGO","IL","PRIMARY",41.83,-87.68,"NA-US-IL-CHICAGO","false",10946,15279,929015056
"60606","STANDARD","CHICAGO","IL","PRIMARY",41.83,-87.68,"NA-US-IL-CHICAGO","false",2298,3110,226905841
"60607","STANDARD","CHICAGO","IL","PRIMARY",41.83,-87.68,"NA-US-IL-CHICAGO","false",11449,15670,852549025
"60608","STANDARD","CHICAGO","IL","PRIMARY",41.83,-87.68,"NA-US-IL-CHICAGO","false",27739,48270,847417437
"60609","STANDARD","CHICAGO","IL","PRIMARY",41.83,-87.68,"NA-US-IL-CHICAGO","false",22924,41819,616122745
"60610","STANDARD","CHICAGO","IL","PRIMARY",41.83,-87.68,"NA-US-IL-CHICAGO","false",23956,31564,
"60611","STANDARD","CHICAGO","IL","PRIMARY",41.83,-87.68,"NA-US-IL-CHICAGO","false",17004,22612,2132869892
"60612","STANDARD","CHICAGO","IL","PRIMARY",41.83,-87.68,"NA-US-IL-CHICAGO","false",14283,22624,471088880
"60613","STANDARD","CHICAGO","IL","PRIMARY",41.83,-87.68,"NA-US-IL-CHICAGO","false",28559,36974,1755207515
"60614","STANDARD","CHICAGO","IL","PRIMARY",41.83,-87.68,"NA-US-IL-CHICAGO","false",34622,47140,
"60615","STANDARD","CHICAGO","IL","PRIMARY",41.83,-87.68,"NA-US-IL-CHICAGO","false",17934,27024,723124439
"60616","STANDARD","CHICAGO","IL","PRIMARY",41.83,-87.68,"NA-US-IL-CHICAGO","false",22362,34744,881283428
"60617","STANDARD","CHICAGO","IL","PRIMARY",41.83,-87.68,"NA-US-IL-CHICAGO","false",35743,61529,968572717
"60618","STANDARD","CHICAGO","IL","PRIMARY",41.83,-87.68,"NA-US-IL-CHICAGO","false",42534,69391,2028705177
"60619","STANDARD","CHICAGO","IL","PRIMARY",41.83,-87.68,"NA-US-IL-CHICAGO","false",30282,48410,780108829
"60620","STANDARD","CHICAGO","IL","PRIMARY",41.83,-87.68,"NA-US-IL-CHICAGO","false",33372,54534,816025629
"60621","STANDARD","CHICAGO","IL","PRIMARY",41.83,-87.68,"NA-US-IL-CHICAGO","false",13281,22622,232126369
"60622","STANDARD","CHICAGO","IL","PRIMARY",41.83,-87.68,"NA-US-IL-CHICAGO","false",29776,42176,1678143864
"60623","STANDARD","CHICAGO","IL","PRIMARY",41.83,-87.68,"NA-US-IL-CHICAGO","false",30305,57725,689926804
"60624","STANDARD","CHICAGO","IL","PRIMARY",41.83,-87.68,"NA-US-IL-CHICAGO","false",14943,25492,298708323
"60625","STANDARD","CHICAGO","IL","PRIMARY",41.83,-87.68,"NA-US-IL-CHICAGO","false",34704,56729,1362757397
"60626","STANDARD","CHICAGO","IL","PRIMARY",41.83,-87.68,"NA-US-IL-CHICAGO","false",21612,32581,763896673
"60628","STANDARD","CHICAGO","IL","PRIMARY",41.83,-87.68,"NA-US-IL-CHICAGO","false",32483,53827,781506305
"60629","STANDARD","CHICAGO","IL","PRIMARY",41.83,-87.68,"NA-US-IL-CHICAGO","false",44434,84106,1219315805
"60630","STANDARD","CHICAGO","IL","PRIMARY",41.83,-87.68,"NA-US-IL-CHICAGO","false",26863,44993,1003206790
"60631","STANDARD","CHICAGO","IL","PRIMARY",41.83,-87.68,"NA-US-IL-CHICAGO","false",15220,25301,732606995
"60632","STANDARD","CHICAGO","IL","PRIMARY",41.83,-87.68,"NA-US-IL-CHICAGO","false",32858,63860,877276155
"60633","STANDARD","CHICAGO","IL","PRIMARY",41.83,-87.68,"NA-US-IL-CHICAGO","false",5546,9538,187605910
"60634","STANDARD","CHICAGO","IL","PRIMARY",41.83,-87.68,"NA-US-IL-CHICAGO","false",37190,63211,1150271704
"60636","STANDARD","CHICAGO","IL","PRIMARY",41.83,-87.68,"NA-US-IL-CHICAGO","false",16783,28682,312536668
"60637","STANDARD","CHICAGO","IL","PRIMARY",41.83,-87.68,"NA-US-IL-CHICAGO","false",18851,30689,564539592
"60638","STANDARD","CHICAGO","IL","PRIMARY",41.83,-87.68,"NA-US-IL-CHICAGO","false",27000,46470,990822809
"60639","STANDARD","CHICAGO","IL","PRIMARY",41.83,-87.68,"NA-US-IL-CHICAGO","false",35385,65832,917319255
"60640","STANDARD","CHICAGO","IL","PRIMARY",41.83,-87.68,"NA-US-IL-CHICAGO","false",33702,46688,1498879513
"60641","STANDARD","CHICAGO","IL","PRIMARY",41.83,-87.68,"NA-US-IL-CHICAGO","false",32803,56207,1064414138
"60642","STANDARD","CHICAGO","IL","PRIMARY",41.90,-87.65,"NA-US-IL-CHICAGO","false",7044,9637,397050504
"60643","STANDARD","CHICAGO","IL","PRIMARY",41.83,-87.68,"NA-US-IL-CHICAGO","false",24309,40433,919129318
"60644","STANDARD","CHICAGO","IL","PRIMARY",41.83,-87.68,"NA-US-IL-CHICAGO","false",20255,34236,424118729
"60645","STANDARD","CHICAGO","IL","PRIMARY",41.83,-87.68,"NA-US-IL-CHICAGO","false",19272,33583,678289976
"60646","STANDARD","CHICAGO","IL","PRIMARY",41.83,-87.68,"NA-US-IL-CHICAGO","false",13373,23311,724143108
"60647","STANDARD","CHICAGO","IL","PRIMARY",41.83,-87.68,"NA-US-IL-CHICAGO","false",40214,62570,1724980133
"60649","STANDARD","CHICAGO","IL","PRIMARY",41.83,-87.68,"NA-US-IL-CHICAGO","false",20276,32247,529254887
"60651","STANDARD","CHICAGO","IL","PRIMARY",41.83,-87.68,"NA-US-IL-CHICAGO","false",27734,47832,634299811
"60652","STANDARD","CHICAGO","IL","PRIMARY",41.83,-87.68,"NA-US-IL-CHICAGO","false",18990,33721,694993689
"60653","STANDARD","CHICAGO","IL","PRIMARY",41.83,-87.68,"NA-US-IL-CHICAGO","false",11687,18765,387481286
"60654","STANDARD","CHICAGO","IL","PRIMARY",41.83,-87.68,"NA-US-IL-CHICAGO","false",6640,8539,939355522
"60655","STANDARD","CHICAGO","IL","PRIMARY",41.83,-87.68,"NA-US-IL-CHICAGO","false",14174,24364,726153453
"60656","STANDARD","CHICAGO","IL","PRIMARY",41.83,-87.68,"NA-US-IL-CHICAGO","false",14357,23812,528254307
"60657","STANDARD","CHICAGO","IL","PRIMARY",41.83,-87.68,"NA-US-IL-CHICAGO","false",39993,51214,
"60659","STANDARD","CHICAGO","IL","PRIMARY",41.83,-87.68,"NA-US-IL-CHICAGO","false",16408,28547,511286545
"60660","STANDARD","CHICAGO","IL","PRIMARY",41.83,-87.68,"NA-US-IL-CHICAGO","false",21446,30796,888750861
"60661","STANDARD","CHICAGO","IL","PRIMARY",41.83,-87.68,"NA-US-IL-CHICAGO","false",4459,5726,369568564
"60664","PO BOX","CHICAGO","IL","PRIMARY",41.83,-87.68,"NA-US-IL-CHICAGO","false",729,799,27724776
"60666","PO BOX","CHICAGO","IL","PRIMARY",41.98,-87.90,"NA-US-IL-CHICAGO","false",,,
"60668","UNIQUE","CHICAGO","IL","PRIMARY",41.83,-87.68,"NA-US-IL-CHICAGO","false",,,
"60669","UNIQUE","CHICAGO","IL","PRIMARY",41.83,-87.68,"NA-US-IL-CHICAGO","false",,,
"60670","UNIQUE","CHICAGO","IL","PRIMARY",41.83,-87.68,"NA-US-IL-CHICAGO","false",,,
"60673","UNIQUE","CHICAGO","IL","PRIMARY",41.83,-87.68,"NA-US-IL-CHICAGO","false",,,
"60674","UNIQUE","CHICAGO","IL","PRIMARY",41.83,-87.68,"NA-US-IL-CHICAGO","false",,,
"60675","UNIQUE","CHICAGO","IL","PRIMARY",41.83,-87.68,"NA-US-IL-CHICAGO","false",,,
"60677","UNIQUE","CHICAGO","IL","PRIMARY",41.83,-87.68,"NA-US-IL-CHICAGO","false",,,
"60678","UNIQUE","CHICAGO","IL","PRIMARY",41.83,-87.68,"NA-US-IL-CHICAGO","false",,,
"60680","PO BOX","CHICAGO","IL","PRIMARY",41.83,-87.68,"NA-US-IL-CHICAGO","false",2409,3279,104183517
"60681","PO BOX","CHICAGO","IL","PRIMARY",41.83,-87.68,"NA-US-IL-CHICAGO","false",,,
"60682","UNIQUE","CHICAGO","IL","PRIMARY",41.86,-87.81,"NA-US-IL-CHICAGO","false",,,
"60684","UNIQUE","CHICAGO","IL","PRIMARY",41.83,-87.68,"NA-US-IL-CHICAGO","false",,,
"60685","UNIQUE","CHICAGO","IL","PRIMARY",41.83,-87.68,"NA-US-IL-CHICAGO","false",,,
"60686","UNIQUE","CHICAGO","IL","PRIMARY",41.85,-87.65,"NA-US-IL-CHICAGO","false",,,
"60687","UNIQUE","CHICAGO","IL","PRIMARY",41.83,-87.68,"NA-US-IL-CHICAGO","false",,,
"60688","UNIQUE","CHICAGO","IL","PRIMARY",41.85,-87.65,"NA-US-IL-CHICAGO","false",,,
"60689","UNIQUE","CHICAGO","IL","PRIMARY",41.87,-87.63,"NA-US-IL-CHICAGO","false",,,
"60690","PO BOX","CHICAGO","IL","PRIMARY",41.83,-87.68,"NA-US-IL-CHICAGO","false",1209,1623,46767595
"60691","PO BOX","CHICAGO","IL","PRIMARY",41.83,-87.68,"NA-US-IL-CHICAGO","false",,,
"60693","UNIQUE","CHICAGO","IL","PRIMARY",41.83,-87.68,"NA-US-IL-CHICAGO","false",,,
"60694","UNIQUE","CHICAGO","IL","PRIMARY",41.83,-87.68,"NA-US-IL-CHICAGO","false",,,
"60695","UNIQUE","CHICAGO","IL","PRIMARY",41.85,-87.65,"NA-US-IL-CHICAGO","false",,,
"60696","UNIQUE","CHICAGO","IL","PRIMARY",41.85,-87.65,"NA-US-IL-CHICAGO","false",,,
"60697","UNIQUE","CHICAGO","IL","PRIMARY",41.83,-87.68,"NA-US-IL-CHICAGO","false",,,
"60699","STANDARD","CHICAGO","IL","PRIMARY",41.83,-87.68,"NA-US-IL-CHICAGO","false",,,
"60701","STANDARD","CHICAGO","IL","PRIMARY",41.83,-87.68,"NA-US-IL-CHICAGO","false",,,
"60706","STANDARD","HARWOOD HEIGHTS","IL","PRIMARY",41.96,-87.80,"NA-US-IL-HARWOOD HEIGHTS","false",11996,19711,367209926
"60707","STANDARD","ELMWOOD PARK","IL","PRIMARY",41.92,-87.81,"NA-US-IL-ELMWOOD PARK","false",20798,35121,734117087
"60712","STANDARD","LINCOLNWOOD","IL","PRIMARY",42.00,-87.73,"NA-US-IL-LINCOLNWOOD","false",6255,10969,286950954
"60714","STANDARD","NILES","IL","PRIMARY",42.02,-87.80,"NA-US-IL-NILES","false",15232,25584,505709212
"60803","STANDARD","ALSIP","IL","PRIMARY",41.67,-87.73,"NA-US-IL-ALSIP","false",10979,18451,398247522
"60804","STANDARD","CICERO","IL","PRIMARY",41.84,-87.75,"NA-US-IL-CICERO","false",30583,59521,826864807
"60805","STANDARD","EVERGREEN PARK","IL","PRIMARY",41.72,-87.70,"NA-US-IL-EVERGREEN PARK","false",10096,17191,429276784
"60827","STANDARD","RIVERDALE","IL","PRIMARY",41.64,-87.63,"NA-US-IL-RIVERDALE","false",11337,19042,279694388
"62214","STANDARD","ADDIEVILLE","IL","PRIMARY",38.39,-89.48,"NA-US-IL-ADDIEVILLE","false",585,1052,21030535
"62215","STANDARD","ALBERS","IL","PRIMARY",38.54,-89.61,"NA-US-IL-ALBERS","false",875,1639,38669013
"62806","STANDARD","ALBION","IL","PRIMARY",38.37,-88.05,"NA-US-IL-ALBION","false",1603,2895,45460039
"62833","STANDARD","ELLERY","IL","PRIMARY",38.36,-88.13,"NA-US-IL-ELLERY","false",,,
"62843","STANDARD","GOLDEN GATE","IL","PRIMARY",38.35,-88.20,"NA-US-IL-GOLDEN GATE","false",,,
"62601","STANDARD","ALEXANDER","IL","PRIMARY",39.71,-90.05,"NA-US-IL-ALEXANDER","false",,,
"62001","STANDARD","ALHAMBRA","IL","PRIMARY",38.88,-89.73,"NA-US-IL-ALHAMBRA","false",859,1554,35769586
"62410","STANDARD","ALLENDALE","IL","PRIMARY",38.52,-87.71,"NA-US-IL-ALLENDALE","false",467,875,14972949
"61810","STANDARD","ALLERTON","IL","PRIMARY",39.91,-87.93,"NA-US-IL-ALLERTON","false",,,
"62807","STANDARD","ALMA","IL","PRIMARY",38.72,-88.91,"NA-US-IL-ALMA","false",369,702,9543903
"62610","PO BOX","ALSEY","IL","PRIMARY",39.55,-90.43,"NA-US-IL-ALSEY","false",,,
"62411","STANDARD","ALTAMONT","IL","PRIMARY",39.05,-88.74,"NA-US-IL-ALTAMONT","false",2163,3825,59373090
"62002","STANDARD","ALTON","IL","PRIMARY",38.90,-90.15,"NA-US-IL-ALTON","false",15348,25680,479409623
"62905","STANDARD","ALTO PASS","IL","PRIMARY",37.57,-89.31,"NA-US-IL-ALTO PASS","false",335,613,9563315
"61811","STANDARD","ALVIN","IL","PRIMARY",40.30,-87.60,"NA-US-IL-ALVIN","false",321,608,9384541
"62906","STANDARD","ANNA","IL","PRIMARY",37.46,-89.24,"NA-US-IL-ANNA","false",3233,5760,91390833
"62413","STANDARD","ANNAPOLIS","IL","PRIMARY",39.15,-87.81,"NA-US-IL-ANNAPOLIS","false",,,
"61910","STANDARD","ARCOLA","IL","PRIMARY",39.68,-88.30,"NA-US-IL-ARCOLA","false",2023,3744,58360005
"62611","STANDARD","ARENZVILLE","IL","PRIMARY",39.87,-90.37,"NA-US-IL-ARENZVILLE","false",504,927,18239642
"62501","STANDARD","ARGENTA","IL","PRIMARY",39.98,-88.81,"NA-US-IL-ARGENTA","false",1253,2340,53005055
"61812","STANDARD","ARMSTRONG","IL","PRIMARY",40.31,-87.88,"NA-US-IL-ARMSTRONG","false",,,
"61911","STANDARD","ARTHUR","IL","PRIMARY",39.71,-88.46,"NA-US-IL-ARTHUR","false",2103,3742,53478271
"62612","STANDARD","ASHLAND","IL","PRIMARY",39.88,-90.00,"NA-US-IL-ASHLAND","false",941,1679,30933395
"62808","STANDARD","ASHLEY","IL","PRIMARY",38.32,-89.18,"NA-US-IL-ASHLEY","false",708,1259,21105629
"61912","STANDARD","ASHMORE","IL","PRIMARY",39.53,-88.02,"NA-US-IL-ASHMORE","false",662,1214,19517340
"62510","STANDARD","ASSUMPTION","IL","PRIMARY",39.51,-89.04,"NA-US-IL-ASSUMPTION","false",808,1442,21944228
"62613","STANDARD","ATHENS","IL","PRIMARY",39.96,-89.72,"NA-US-IL-ATHENS","false",1877,3489,73003434
"61913","STANDARD","ATWOOD","IL","PRIMARY",39.79,-88.46,"NA-US-IL-ATWOOD","false",832,1496,24586848
"62615","STANDARD","AUBURN","IL","PRIMARY",39.57,-89.74,"NA-US-IL-AUBURN","false",2660,4870,98873352
"62311","STANDARD","AUGUSTA","IL","PRIMARY",40.23,-90.94,"NA-US-IL-AUGUSTA","false",423,745,10356615
"62344","STANDARD","HUNTSVILLE","IL","PRIMARY",40.18,-90.86,"NA-US-IL-HUNTSVILLE","false",,,
"62907","STANDARD","AVA","IL","PRIMARY",37.88,-89.49,"NA-US-IL-AVA","false",979,1840,30958285
"62216","STANDARD","AVISTON","IL","PRIMARY",38.60,-89.60,"NA-US-IL-AVISTON","false",1197,2195,56219924
"62217","STANDARD","BALDWIN","IL","PRIMARY",38.18,-89.84,"NA-US-IL-BALDWIN","false",397,679,11432463
"62312","STANDARD","BARRY","IL","PRIMARY",39.69,-91.03,"NA-US-IL-BARRY","false",941,1708,26072180
"62218","STANDARD","BARTELSO","IL","PRIMARY",38.53,-89.46,"NA-US-IL-BARTELSO","false",752,1370,32818166
"62313","STANDARD","BASCO","IL","PRIMARY",40.32,-91.19,"NA-US-IL-BASCO","false",,,
"62006","STANDARD","BATCHTOWN","IL","PRIMARY",39.03,-90.65,"NA-US-IL-BATCHTOWN","false",275,523,10544946
"62617","STANDARD","BATH","IL","PRIMARY",40.19,-90.14,"NA-US-IL-BATH","false",341,608,7924478
"62314","STANDARD","BAYLIS","IL","PRIMARY",39.72,-90.90,"NA-US-IL-BAYLIS","false",278,514,7225452
"62618","STANDARD","BEARDSTOWN","IL","PRIMARY",40.00,-90.41,"NA-US-IL-BEARDSTOWN","false",3454,6269,96759505
"62512","STANDARD","BEASON","IL","PRIMARY",40.15,-89.20,"NA-US-IL-BEASON","false",,,
"62219","PO BOX","BECKEMEYER","IL","PRIMARY",38.60,-89.43,"NA-US-IL-BECKEMEYER","false",528,883,15910513
"62414","STANDARD","BEECHER CITY","IL","PRIMARY",39.18,-88.78,"NA-US-IL-BEECHER CITY","false",880,1562,22017637
"62444","STANDARD","MODE","IL","PRIMARY",39.28,-88.63,"NA-US-IL-MODE","false",,,
"62908","STANDARD","BELKNAP","IL","PRIMARY",37.32,-88.94,"NA-US-IL-BELKNAP","false",,,
"62810","STANDARD","BELLE RIVE","IL","PRIMARY",38.23,-88.73,"NA-US-IL-BELLE RIVE","false",490,940,12671222
"62220","STANDARD","BELLEVILLE","IL","PRIMARY",38.53,-90.00,"NA-US-IL-BELLEVILLE","false",9469,16155,350936126
"62221","STANDARD","BELLEVILLE","IL","PRIMARY",38.53,-90.00,"NA-US-IL-BELLEVILLE","false",13027,22845,559915375
"62222","PO BOX","BELLEVILLE","IL","PRIMARY",38.53,-90.00,"NA-US-IL-BELLEVILLE","false",,,
"62223","STANDARD","BELLEVILLE","IL","PRIMARY",38.53,-90.00,"NA-US-IL-BELLEVILLE","false",9236,15546,369657037
"62225","STANDARD","SCOTT AIR FORCE BASE","IL","PRIMARY",38.54,-89.85,"NA-US-IL-SCOTT AIR FORCE BASE","false",1845,4091,77592935
"62226","STANDARD","BELLEVILLE","IL","PRIMARY",38.53,-90.00,"NA-US-IL-BELLEVILLE","false",14613,24404,550208261
"62811","PO BOX","BELLMONT","IL","PRIMARY",38.38,-87.90,"NA-US-IL-BELLMONT","false",,,
"61813","STANDARD","BEMENT","IL","PRIMARY",39.92,-88.57,"NA-US-IL-BEMENT","false",974,1672,28317027
"62009","STANDARD","BENLD","IL","PRIMARY",39.09,-89.80,"NA-US-IL-BENLD","false",822,1440,23111991
"62812","STANDARD","BENTON","IL","PRIMARY",38.00,-88.91,"NA-US-IL-BENTON","false",4907,8744,140837257
"62010","STANDARD","BETHALTO","IL","PRIMARY",38.90,-90.04,"NA-US-IL-BETHALTO","false",5429,9675,207613949
"61914","STANDARD","BETHANY","IL","PRIMARY",39.64,-88.74,"NA-US-IL-BETHANY","false",931,1709,30526795
"62011","STANDARD","BINGHAM","IL","PRIMARY",39.11,-89.21,"NA-US-IL-BINGHAM","false",,,
"61814","STANDARD","BISMARCK","IL","PRIMARY",40.26,-87.60,"NA-US-IL-BISMARCK","false",597,1125,22146270
"62513","STANDARD","BLUE MOUND","IL","PRIMARY",39.70,-89.11,"NA-US-IL-BLUE MOUND","false",827,1513,28125558
"62621","STANDARD","BLUFFS","IL","PRIMARY",39.75,-90.53,"NA-US-IL-BLUFFS","false",558,1022,19267260
"62622","PO BOX","BLUFF SPRINGS","IL","PRIMARY",39.98,-90.37,"NA-US-IL-BLUFF SPRINGS","false",,,
"62814","STANDARD","BLUFORD","IL","PRIMARY",38.32,-88.73,"NA-US-IL-BLUFORD","false",959,1809,28411322
"62909","PO BOX","BOLES","IL","PRIMARY",37.36,-89.00,"NA-US-IL-BOLES","false",,,
"61815","PO BOX","BONDVILLE","IL","PRIMARY",40.11,-88.36,"NA-US-IL-BONDVILLE","false",,,
"62815","STANDARD","BONE GAP","IL","PRIMARY",38.44,-87.99,"NA-US-IL-BONE GAP","false",,,
"62816","STANDARD","BONNIE","IL","PRIMARY",38.20,-88.90,"NA-US-IL-BONNIE","false",556,986,15448158
"62514","PO BOX","BOODY","IL","PRIMARY",39.76,-89.05,"NA-US-IL-BOODY","false",,,
"62316","STANDARD","BOWEN","IL","PRIMARY",40.23,-91.06,"NA-US-IL-BOWEN","false",336,597,8359433
"62230","STANDARD","BREESE","IL","PRIMARY",38.61,-89.52,"NA-US-IL-BREESE","false",3205,5579,124256246
"62417","STANDARD","BRIDGEPORT","IL","PRIMARY",38.71,-87.75,"NA-US-IL-BRIDGEPORT","false",1377,2464,39521110
"62012","STANDARD","BRIGHTON","IL","PRIMARY",39.04,-90.13,"NA-US-IL-BRIGHTON","false",3267,6068,127194647
"61816","STANDARD","BROADLANDS","IL","PRIMARY",39.90,-87.99,"NA-US-IL-BROADLANDS","false",254,456,8235627
"61917","STANDARD","BROCTON","IL","PRIMARY",39.71,-87.93,"NA-US-IL-BROCTON","false",267,484,5764418
"62910","STANDARD","BROOKPORT","IL","PRIMARY",37.12,-88.62,"NA-US-IL-BROOKPORT","false",1153,2177,32932027
"62817","STANDARD","BROUGHTON","IL","PRIMARY",37.93,-88.46,"NA-US-IL-BROUGHTON","false",253,472,5538551
"62624","STANDARD","BROWNING","IL","PRIMARY",40.12,-90.37,"NA-US-IL-BROWNING","false",261,475,8075411
"62818","STANDARD","BROWNS","IL","PRIMARY",38.37,-87.98,"NA-US-IL-BROWNS","false",,,
"62418","STANDARD","BROWNSTOWN","IL","PRIMARY",38.99,-88.95,"NA-US-IL-BROWNSTOWN","false",1013,1776,26498233
"62013","STANDARD","BRUSSELS","IL","PRIMARY",38.95,-90.58,"NA-US-IL-BRUSSELS","false",276,495,7898381
"62819","STANDARD","BUCKNER","IL","PRIMARY",37.98,-89.01,"NA-US-IL-BUCKNER","false",,,
"62515","STANDARD","BUFFALO","IL","PRIMARY",39.84,-89.40,"NA-US-IL-BUFFALO","false",448,803,14693075